"bin","age","income"
"60-69",61,62991.0107762613
"50-59",58,85186.2476801657
"50-59",56,77821.719523344
"50-59",56,86857.3321991432
"30-39",38,81409.5176452891
"50-59",50,93181.9036419759
"80-",84,34386.497442902
"70-79",77,26303.7797014716
"60-69",60,50123.8659807475
"70-79",73,64970.0351861763
"50-59",57,41911.176045643
"30-39",36,65402.7962019594
"40-49",41,88552.0120352054
"20-29",25,57454.9100306127
"40-49",41,101779.1635584
"70-79",70,55620.1992962506
"20-29",22,23311.8981906719
"30-39",33,129679.101095715
"60-69",69,50089.3791218315
"40-49",42,74103.6744801213
"20-29",25,103594.911446122
"30-39",37,62564.9893647764
"30-39",34,69282.1429639106
"20-29",20,38993.2430522072
"70-79",74,72828.6490081371
"60-69",61,23618.812776768
"30-39",35,69019.0977377725
"40-49",43,91051.8964427676
"30-39",36,66825.6747976369
"30-39",36,85966.1249611752
"30-39",30,131654.253524755
"60-69",65,68161.475864608
"30-39",38,33366.7253921628
"60-69",61,67639.2254946285
"10-19",18,29639.8858613433
"20-29",28,56949.2395275085
"30-39",32,69908.1353613877
"40-49",41,146906.330179581
"20-29",23,32396.8175114082
"20-29",24,14833.3568354707
"30-39",36,11334.058687036
"50-59",58,69024.7125427226
"70-79",78,40867.7958524424
"40-49",42,46444.2100454272
"70-79",77,33059.6387763053
"20-29",25,82741.1373945225
"60-69",63,73361.3953571444
"30-39",31,124463.529967761
"30-39",31,38933.2669836932
"20-29",27,96427.4914799257
"20-29",28,86090.7667422777
"20-29",21,35170.0510728908
"20-29",21,35038.846590776
"20-29",27,107715.413707751
"20-29",24,50863.8382965691
"30-39",38,78465.4361487299
"60-69",60,98710.6342562063
"20-29",22,34077.5994116473
"30-39",36,4645.52391283801
"40-49",43,76247.6730514353
"50-59",53,107105.940199753
"70-79",76,27462.8066275198
"40-49",49,60098.6319780427
"10-19",19,21384.4614307631
"50-59",53,64177.1621404561
"20-29",21,33046.1335931093
"40-49",41,61949.6962241336
"20-29",27,66211.0542238036
"10-19",19,39573.8736262106
"20-29",24,29657.6332448189
"60-69",63,79234.8277986201
"40-49",49,77459.2629707282
"30-39",39,52970.8623364882
"10-19",18,39493.9741090488
"20-29",21,22368.8121851192
"20-29",24,19265.2779183081
"50-59",55,67718.2653520215
"60-69",62,51900.4077019002
"40-49",42,75222.7207055008
"40-49",40,36004.9999490116
"20-29",21,36221.567791799
"50-59",56,87428.0357895766
"20-29",23,36174.0367590888
"30-39",31,57990.1416174539
"50-59",52,58934.4133929838
"30-39",34,61466.4759540838
"20-29",25,94805.8589418241
"60-69",62,62513.4195596519
"50-59",53,93102.9240536527
"60-69",69,38938.7461336547
"20-29",26,79133.1978282308
"50-59",55,72477.1167604193
"70-79",76,64666.9922280146
"50-59",52,100639.296322754
"30-39",32,26415.0801119751
"70-79",79,59123.3442023695
"60-69",69,43369.7983081114
"40-49",47,83384.1012459549
"40-49",43,86263.8000258516
"10-19",18,34193.4079700296
"30-39",34,51464.8941420246
"40-49",43,53484.7376347957
"60-69",68,43122.4616154116
"20-29",29,62269.0050653129
"40-49",43,77193.5622962148
"30-39",31,85119.7755566621
"50-59",51,80525.1761840413
"30-39",34,70300.4217488887
"60-69",68,66026.2271840267
"50-59",54,104844.023408143
"40-49",41,89579.2854541335
"60-69",62,34652.0850746964
"30-39",38,50497.6229743617
"40-49",45,65056.779824829
"60-69",61,65428.8328303792
"40-49",40,103086.147578136
"20-29",24,24456.1528304332
"20-29",20,37194.752750088
"70-79",79,49706.9409339371
"20-29",28,127057.222582729
"60-69",69,24486.6077881342
"20-29",21,33856.2765767341
"50-59",56,80553.0083336867
"50-59",52,31247.150605058
"30-39",33,93040.1050068183
"20-29",22,5669.49595963235
"20-29",22,35344.5604846129
"20-29",25,65365.704289716
"20-29",27,124436.779563005
"70-79",74,28837.8182706014
"20-29",20,45400.725422808
"30-39",38,57839.7621274979
"30-39",32,90847.0390499119
"30-39",39,97316.6458919186
"40-49",48,76546.3548596447
"30-39",34,66020.2131531073
"60-69",66,33849.7779835036
"50-59",52,85162.483845205
"50-59",56,64202.5326179359
"40-49",41,97373.6181772179
"40-49",45,92813.6423647787
"40-49",48,63992.6371284158
"30-39",33,52671.5268745699
"30-39",30,100519.515316064
"30-39",38,74253.0162763815
"20-29",25,93624.8937139297
"30-39",39,65841.353003656
"70-79",72,45846.4460847913
"40-49",44,106913.219307199
"70-79",72,36010.7702120715
"30-39",33,84522.9056408321
"20-29",24,24847.5226092498
"50-59",56,75436.7894184568
"40-49",45,75882.6539583998
"60-69",67,50253.2331073353
"60-69",63,66182.3921529247
"50-59",54,69059.8268361389
"60-69",62,46578.326509058
"30-39",38,77347.4785034195
"60-69",67,31618.636143416
"20-29",26,90873.3181473383
"20-29",27,50237.5449125352
"50-59",58,42792.0169278593
"80-",89,29749.6209135345
"50-59",59,119078.900083104
"20-29",21,24558.8322368482
"20-29",23,29540.0948156539
"50-59",52,68607.0475311954
"30-39",31,104365.577085569
"30-39",32,67405.5087347509
"30-39",39,105781.812274885
"50-59",51,105996.143460956
"20-29",20,45457.7724408844
"30-39",34,123862.660664035
"70-79",70,39782.9378557882
"80-",81,63438.5594192223
"50-59",52,50635.6898023257
"20-29",20,32990.6126804326
"50-59",54,76750.5410531057
"50-59",54,60534.263611311
"50-59",51,91296.7271004128
"30-39",38,135887.010347067
"20-29",20,29769.9993897968
"20-29",28,94722.0944925922
"30-39",33,85841.1311665259
"50-59",51,73673.2603250484
"30-39",32,111142.072488849
"20-29",25,97829.7304514044
"30-39",34,65445.1564067421
"20-29",20,22445.5116093386
"30-39",30,69035.4859177202
"20-29",28,99464.7394339063
"30-39",38,48687.2396041981
"20-29",21,38309.7543101615
"50-59",53,70523.7514385658
"50-59",56,81713.7384490774
"20-29",29,83810.5560833618
"70-79",71,64055.8562998854
"50-59",59,62376.5181800739
"20-29",25,61666.406123303
"20-29",24,26573.3899504061
"60-69",65,20395.3434046126
"40-49",49,96020.4161619386
"20-29",26,68932.1876670565
"20-29",22,31716.5043534928
"40-49",49,86027.781157529
"30-39",30,86108.9212786357
"10-19",19,27705.9902002268
"30-39",33,59463.3947504558
"40-49",43,56313.6967097744
"30-39",32,53303.019621218
"50-59",53,82684.3196029265
"70-79",72,50683.7187821469
"40-49",45,77395.6689195274
"50-59",52,61353.9412850031
"30-39",31,37956.3657384701
"40-49",42,94827.0068610637
"40-49",49,81940.2567598867
"30-39",39,61178.1835376449
"80-",87,49787.6842125146
"60-69",66,35797.8626035028
"10-19",18,36397.5770802223
"20-29",29,99925.3094522315
"20-29",25,78331.9786843916
"20-29",21,28863.2309145324
"60-69",61,39513.419074635
"30-39",31,128819.861890199
"60-69",66,37263.0344049881
"50-59",53,76866.7355428375
"20-29",22,19369.2309709634
"30-39",36,63170.9525046225
"40-49",40,70893.6179095599
"30-39",31,88420.8308744353
"40-49",47,97975.7293190557
"50-59",50,46405.3996555401
"20-29",20,19231.3583197725
"20-29",21,36215.9424040291
"70-79",70,29058.6271183201
"20-29",26,72491.555133902
"30-39",32,75924.9413004314
"50-59",56,64969.0162715369
"20-29",20,36872.2197650254
"30-39",32,93122.0652029663
"30-39",37,70107.0380437106
"20-29",25,77497.4502590098
"20-29",25,96682.5992987376
"50-59",58,58257.2665711416
"20-29",20,30439.9830835482
"40-49",44,98099.702899021
"40-49",49,63404.0999886114
"40-49",45,86567.9769317801
"40-49",46,54378.8868495654
"80-",83,53853.3013133612
"60-69",69,49006.8558819593
"20-29",27,79346.0641089796
"60-69",64,73286.1590440347
"50-59",51,44876.4022114711
"40-49",47,59983.9761742087
"60-69",66,40012.9997420592
"20-29",29,69076.2093358019
"40-49",40,84625.2887183884
"20-29",20,57862.5426997406
"30-39",33,68642.0899809506
"60-69",68,22685.9130937197
"40-49",42,133534.869281176
"50-59",54,73164.6504045324
"80-",86,31638.0148017915
"80-",84,58352.6080691327
"20-29",25,113770.818892684
"70-79",72,40570.7239815263
"40-49",49,88239.3641719989
"10-19",18,43705.7658229961
"40-49",41,103261.693436492
"60-69",66,73220.0547670243
"40-49",41,45869.8777830955
"20-29",26,100174.228418626
"40-49",40,71504.1071226355
"40-49",40,42032.609115485
"50-59",53,43224.2556989298
"40-49",42,65817.7428409393
"30-39",37,95322.3695947166
"50-59",56,78436.2743791641
"80-",84,58504.6200411418
"20-29",21,35224.7747556472
"80-",86,49562.8952059052
"50-59",53,70767.9354561817
"60-69",68,37699.7067227478
"80-",86,68328.2927679491
"60-69",67,52440.8226399304
"20-29",23,28180.1814124274
"20-29",29,64723.1348506468
"50-59",54,62824.3364266224
"20-29",24,21737.0362074569
"40-49",44,148570.71954448
"20-29",25,101657.50706585
"60-69",61,57414.3421063637
"70-79",76,61293.6197255723
"30-39",32,86349.8408022457
"20-29",25,95036.6819523189
"50-59",55,67162.0749221083
"20-29",26,70060.9825752479
"50-59",50,76275.8209326293
"50-59",51,84607.9458675617
"50-59",56,68280.3317120375
"30-39",37,73609.6623739437
"40-49",43,67169.5378838209
"60-69",67,47988.6952385195
"70-79",71,55968.4926689436
"20-29",23,37293.4951606497
"50-59",54,66399.7804079062
"20-29",25,45797.9124965547
"50-59",57,59726.4503110492
"30-39",31,85980.3346773256
"40-49",43,94343.2617304343
"40-49",45,44241.8678544278
"60-69",61,45642.6083624113
"50-59",55,55419.9112648095
"70-79",71,34941.8265263967
"30-39",31,92629.4930045451
"50-59",59,73994.5126212555
"50-59",52,101182.776997192
"30-39",38,82066.2252287127
"40-49",40,114531.077547406
"20-29",28,54143.5337676012
"40-49",44,45305.8357626572
"50-59",50,63285.6030085507
"20-29",25,32383.8903386443
"50-59",53,57716.9746729879
"30-39",38,88455.064288892
"30-39",35,104060.057319406
"70-79",78,56665.3986745885
"30-39",32,61762.3433600604
"20-29",26,108226.047317371
"30-39",38,76756.4480112848
"40-49",47,90039.8076339365
"40-49",48,30321.5347707089
"30-39",37,90488.6302870726
"30-39",36,108155.724936976
"60-69",66,45226.6713927485
"40-49",45,64761.3507828471
"50-59",58,44266.4331312572
"40-49",48,90674.1834888297
"20-29",20,32401.0404471208
"20-29",24,29140.7927445567
"70-79",76,41161.7688109785
"40-49",45,81272.4441340534
"50-59",50,60665.6285432882
"70-79",75,42302.2568397685
"20-29",22,35676.1784702897
"30-39",36,90732.2453315532
"50-59",54,114389.192035529
"20-29",24,16540.2833594293
"20-29",24,23961.3516901429
"70-79",78,63595.5070823977
"50-59",50,47387.2747746075
"40-49",42,73683.3996750346
"60-69",60,106492.217025736
"40-49",48,73195.2381743912
"50-59",53,35027.2397503319
"30-39",32,120783.607261115
"70-79",78,47583.1453066377
"20-29",26,82037.0394258958
"30-39",32,85830.5970601702
"20-29",22,47238.32819967
"30-39",38,92390.3059958309
"40-49",42,90748.983467279
"40-49",42,74162.7235161233
"20-29",26,108274.393394971
"70-79",78,64609.3026378017
"60-69",68,38230.2683558
"50-59",51,116611.384112785
"60-69",68,48531.6138202581
"50-59",51,73455.0328804355
"20-29",22,25462.6341482281
"20-29",24,29736.6888799499
"70-79",71,40373.4223237938
"20-29",20,45943.4426736172
"60-69",68,44724.8060709537
"40-49",45,70841.8130099237
"20-29",24,41747.7703093364
"70-79",70,54865.2019147982
"30-39",36,98850.6859134508
"20-29",21,40306.8608085588
"20-29",23,47241.7928575924
"30-39",34,80576.2119354649
"30-39",32,114599.881544937
"20-29",26,31220.4357733031
"20-29",25,84348.3422774635
"10-19",18,28764.2792763906
"20-29",28,98163.0769581647
"20-29",28,54059.0093628476
"20-29",28,51784.5112294432
"20-29",24,51609.8700586377
"70-79",76,29480.2700993948
"20-29",27,112103.673434979
"80-",81,36455.5945615933
"30-39",30,90767.3899125002
"30-39",31,78416.824549598
"40-49",49,52083.1939405378
"40-49",43,82493.2135830226
"30-39",39,30252.4847810495
"70-79",74,44287.7825665089
"30-39",38,92897.7347080445
"50-59",57,73031.86991626
"70-79",76,44499.7346044922
"20-29",23,42869.9115643702
"40-49",49,66087.9542509252
"60-69",68,64799.0022354066
"30-39",34,99604.8556348679
"30-39",33,79357.4653240333
"60-69",66,46886.7033512663
"20-29",20,39298.6904203038
"40-49",45,47050.4272022771
"40-49",47,78973.0095896241
"20-29",25,95104.4124862527
"40-49",47,66600.9864489839
"20-29",28,76195.2298236169
"60-69",65,40669.5091419198
"20-29",26,90101.5582246321
"20-29",29,60917.4112338406
"30-39",39,55777.8920294084
"70-79",71,76198.0551170384
"70-79",73,39186.826257309
"20-29",23,41557.2222986416
"60-69",68,33471.0529806719
"20-29",24,44006.8502866748
"60-69",62,52269.1850376435
"20-29",21,30969.3150808912
"70-79",79,28054.759373781
"20-29",28,85655.5828232709
"50-59",54,79751.0936787833
"30-39",34,33599.0153124837
"20-29",23,26048.4386090654
"30-39",32,74254.1705888438
"60-69",67,49718.4399659519
"40-49",45,94811.3027597724
"80-",89,48929.0043972623
"20-29",25,73458.0178189685
"20-29",26,72358.1667878152
"50-59",58,109044.190011377
"50-59",58,99245.7030417611
"20-29",29,78754.4226090021
"20-29",28,39363.3296224167
"40-49",43,86262.0392699324
"70-79",79,45441.3681204733
"20-29",28,135239.076016537
"70-79",70,36196.512185916
"60-69",64,27278.790023455
"30-39",38,51231.6036673369
"80-",84,57551.7216514707
"30-39",39,48330.0121558524
"10-19",18,32161.0228031172
"70-79",78,36872.0953315697
"60-69",64,80187.369175668
"20-29",26,64706.7064202905
"20-29",25,91120.2187594726
"60-69",69,70027.5381244717
"20-29",27,82415.6041969909
"30-39",32,75793.5227115761
"20-29",28,78504.3153459244
"20-29",27,35522.874231747
"60-69",62,64017.0319066705
"20-29",20,32285.3112252614
"60-69",65,42895.6249966352
"20-29",22,23337.0748681178
"40-49",44,89600.5750041172
"30-39",33,54124.4712144713
"10-19",19,34810.4231056518
"50-59",54,57157.8345246824
"20-29",28,107313.247251241
"40-49",41,86459.8188780061
"40-49",45,32545.0766226922
"60-69",60,51778.3945273999
"40-49",45,96422.202992845
"70-79",72,40827.9324258061
"30-39",35,105924.987072986
"30-39",33,86319.8005730103
"70-79",70,42455.8168500066
"40-49",48,52108.2365298133
"30-39",34,48192.722444771
"40-49",43,69331.0021948546
"40-49",44,107295.636753972
"60-69",63,88637.586357656
"70-79",72,63445.8721647636
"40-49",41,84316.054549501
"30-39",31,77492.6616488443
"30-39",37,116909.176477229
"20-29",24,38343.0790473285
"20-29",26,44055.7563387727
"20-29",23,10362.9165181741
"50-59",58,81160.8356098644
"20-29",28,84308.1011535283
"30-39",38,56034.0005589782
"70-79",74,40848.8478004007
"30-39",32,79121.2500486154
"80-",86,39161.1085958586
"20-29",29,133040.642813397
"50-59",50,90916.9062495358
"60-69",66,33145.0734002283
"40-49",42,72707.4701523452
"40-49",49,76987.0822091547
"50-59",50,43928.6741300405
"20-29",27,66316.4016717887
"60-69",63,103683.903740771
"20-29",25,61975.5345281541
"50-59",58,84017.6733793154
"40-49",43,38418.5187125077
"20-29",23,30789.1956889521
"80-",84,43104.9121641389
"30-39",37,105833.722142859
"20-29",29,82506.9165257966
"50-59",58,75242.775060183
"20-29",20,28579.438377929
"30-39",38,96945.8516951662
"60-69",60,77450.6204726232
"30-39",39,54328.5090916418
"20-29",21,32222.9323773341
"40-49",45,63785.3525876124
"40-49",44,80773.3458107147
"40-49",43,61392.3034101722
"60-69",61,40469.7629450812
"60-69",62,61114.980704586
"30-39",33,94058.4477225907
"50-59",55,73254.4883206414
"20-29",23,21559.899475385
"50-59",51,47680.6043471405
"20-29",28,94891.6366317872
"10-19",18,11349.2604476433
"20-29",25,51569.393240773
"20-29",22,25768.8439412656
"40-49",44,57077.6894576991
"50-59",51,86334.8254686826
"60-69",61,64943.6529334672
"50-59",52,79872.780167914
"20-29",26,107304.559180009
"10-19",18,36325.324503413
"60-69",63,35694.6951802343
"20-29",20,43541.7442370646
"30-39",35,82816.6815562242
"30-39",31,102294.486543888
"60-69",66,88829.8028073919
"20-29",26,56806.2156627977
"20-29",26,74269.7653422813
"20-29",28,71118.4572246614
"60-69",62,66094.9702176185
"20-29",29,47778.4046213731
"20-29",22,36502.6284701179
"60-69",61,77985.042148031
"30-39",35,54811.3063972468
"40-49",48,38104.7206748202
"30-39",30,77834.8375841525
"30-39",37,76504.6660028489
"30-39",37,50060.7320386865
"30-39",34,78983.3135013677
"20-29",28,61359.238094318
"30-39",34,60628.6618344386
"50-59",57,137557.184405483
"30-39",32,98728.3578952012
"20-29",29,56976.9779762214
"80-",89,47844.1892329412
"30-39",35,85853.7625756225
"50-59",52,52662.8122598426
"20-29",24,32424.1581273467
"40-49",43,125553.583985873
"30-39",37,44720.3325150862
"30-39",34,84926.0559434115
"40-49",49,72160.0607746029
"60-69",65,32041.7791934539
"30-39",35,107144.575569718
"40-49",42,86437.6323910377
"20-29",20,31553.3776909151
"50-59",55,92976.8371445651
"30-39",33,76888.2166019343
"20-29",27,74440.3218943992
"80-",82,27801.1998942504
"80-",80,58068.4626793602
"20-29",23,23141.7689047137
"50-59",55,56888.8576961993
"80-",86,10651.326145735
"20-29",21,38521.7416815317
"30-39",33,80964.3120456108
"40-49",44,71051.9417682093
"60-69",60,75831.6544723074
"50-59",52,54923.9976333641
"20-29",24,18393.3363191864
"60-69",65,42534.9841420575
"60-69",67,36936.9388111486
"20-29",22,21253.7131005938
"20-29",25,97449.9046673875
"10-19",18,34127.4798576873
"30-39",33,100702.475668684
"20-29",28,58521.8466537956
"50-59",58,27444.696999303
"10-19",19,38148.7994003146
"60-69",63,89909.0523067234
"20-29",21,29841.462823302
"30-39",33,68977.0701919135
"40-49",41,74096.730095719
"40-49",48,61751.4494786896
"50-59",58,109896.173468095
"70-79",78,43092.4394188771
"80-",84,34834.4633922998
"20-29",23,28505.1727449479
"30-39",34,78169.6543801469
"80-",82,42341.8916839502
"20-29",24,28512.9445697602
"20-29",25,86490.310555437
"30-39",34,38139.181998049
"30-39",39,51044.6608448706
"30-39",33,56943.3120923723
"10-19",18,26200.0597652898
"20-29",24,35211.131159683
"50-59",57,58132.8818262569
"70-79",76,73368.9686071542
"30-39",34,82417.8454362737
"20-29",29,41676.5920178175
"20-29",20,32104.9651624428
"20-29",21,15772.298785768
"60-69",67,48473.4893417401
"20-29",25,84070.3058229038
"30-39",35,58050.1406713108
"60-69",69,37981.8610724942
"50-59",53,62735.8234517458
"70-79",79,54374.1538108923
"40-49",48,68084.9013485348
"80-",80,24713.8585409434
"70-79",78,52567.9318231874
"40-49",46,106916.711003448
"20-29",27,69492.8451276253
"50-59",52,55771.1920419267
"20-29",21,23169.8912404518
"50-59",53,54044.3811474018
"80-",87,59395.1069858746
"30-39",30,101333.070902518
"40-49",43,57311.3800242655
"20-29",24,35086.4278085703
"30-39",31,95186.7252665976
"50-59",50,101082.066178568
"30-39",34,96784.9410191691
"50-59",55,72095.6257515165
"80-",81,50469.4770499657
"50-59",55,64121.1965232292
"20-29",20,56060.6383500247
"30-39",34,41228.5301949495
"40-49",44,85489.002225753
"30-39",30,56783.3145725577
"50-59",56,83733.5764435378
"30-39",39,93308.2363293561
"20-29",28,71319.4200844636
"60-69",67,60093.6563774376
"20-29",24,37324.7046049336
"50-59",59,51290.1505520191
"70-79",79,51291.3096317509
"30-39",34,81939.6375838093
"80-",84,38778.1487097156
"20-29",23,36297.7414074235
"30-39",37,90885.7508531094
"30-39",38,92619.9133726231
"70-79",79,46949.7848386178
"80-",86,56127.4824302267
"30-39",37,96100.4994205731
"40-49",48,89189.6825138169
"20-29",24,26694.5814934743
"40-49",41,73491.4115739086
"50-59",58,60028.8144667639
"30-39",37,78006.7105654541
"60-69",63,24410.9742187872
"40-49",48,67529.9098396305
"20-29",21,44311.8565067582
"50-59",50,92826.7525075709
"40-49",49,75660.268115897
